"Phone_name","Phone_Review_tittle","Phone_Review_body","Phone_Review_rating"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Value for money in 10k budget","Writing the review after roughly 2-3 weeks of usage.
First, the colour is unique which makes it stand out of the other phones in this segment. The rough contour at the back helps to solidify the grip. So seems to be quite suitable for rough users.
Secondly, the battery backup is pretty huge despite the screen and ability to multitask.
Apps run smoothly, and camera quality is excellent during day, and decent during the night. Network and storage is another USP, as my primary usage is to make calls.
The big screen and RAM let's you enjoy netflix, games, and youtube all the the same time, in super HD quality. And not to forget the face unlock feature!
Turned out to be a great buy, extremely value for money with the variety of features provided!","5.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Recommend for screen and battery","It's almost a week I am using this phone. First of all, really loved the colour. Wasn't sure if it would be as good as shown in picture but it is. Ordered the green one. Second, the battery surprisingly lasts for a long time. It takes a little time for phone to get fully charged, but once it is, I can get a lot of work done. If you are looking for screen size and battery you can go for this. To top that there's an amazing camera. Loved the filters in the AI Camera and the portrait mode.","5.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Love the camera. Great product at 7500/-","I have been using the phone for 1 week now. The phone is very smooth and you can multi-task easily.
The camera (both rear and front) are really good. The pictures and videos are very sharp and well lit. I experimented with both Macro and low light photography. The results are quite good. Highlight: The AI feature automatically switches to the mode.
Battery is good. 6000mAh. I charge it once a day and easily watch movies and play games.
Overall a very good buy.","5.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Great value for money with good design","Back panel and design are great. Strong and handy phone with decent performance. Network availability is good, and easy to carry. Camera works fine, but the screen size, brightness and battery are top class.
Ideal for the first time smartphone users.","5.0 out of 5 stars"
"Tecno Spark 7 (Spruce Green, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","Great in this range","Requirents were : good front and back camera with flash on both sides, decent storage , quality display for good browsing and multimedia playing experience. So I was waiting for micromax in 1b 4gb version which comes rarely in stock when I came across review of this mobile . Firstly was hesistant since I never heard of this brand but since it was exactly suiting my requirements and strict budget and after going through review decided to take a chance and I will say I am happy that I purchased it .
Camera : good
Features in camera : great
User experience : good
Display and brightness : great
Battery : huge .","4.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Horrible product","Very disappointed with the overall performance from Samsung","1.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Overall","Got the mobile on the launch date,
Battery must be appreciated
Camera is just average
Mobile performance is above average
90hz refresh rate? If u r buying the mobile for this feature then I'm afraid u may get disappointed, it's just normal.
The USB cable is too small in length
It's a good mobile in this budget, there are no returns for this, only replacement is available, hence choose wisely before buying","4.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Camera quality is not like 48 megapixel","Camera quality is low","3.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","super awesome 👌","In this budget, it has exceeded all expectations .. I have primarily taken this phone for the battery and so far not disappointed","5.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","A big no from me","1. It doesn't work with 5.0GHz WiFi frequency. 2.4GHz is very old school.
2. Camera quality is pathetic (both front and back). Forget about 48MP, pictures are all blur, poorer than a 4MP one.
3. Amazon didn't allow to write a review until they sold most of the stock, something very fishy.
4. No return policy, you will have to live with the phone you didn't like. Now you decide.","1.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Put your money somewhere else","Not worth buying....faulty software, poor display quality, single band wifi doesn't support 5ghz WIFI band. Gyro sensor missing and many more. DONT GO BY PAID REVIEWS IN YOU TUBE","1.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Too much lagging and slow","I will never purchase Samsung phones. Phone is lagging too much and slow. Waste of hard earning money.","1.0 out of 5 stars"
"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Worst samsung mobile ever","This is worst samsung mobile I have seen from samsung. It's sceen quality and colors are trash. Even a old 5000 rs phone can beat it's quality. Please never ever buy this product.","1.0 out of 5 stars"
